id_centros_tiendas_negocio,centros_tiendas_negocio,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,atributos,categorias,puntuacion_usuarios,numero_de_reviews,analisis_sentimientos,anio
EUGMD,Buddy's Home Furnishings,3110 Cleveland Ave,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33901,26.619032,-81.872965,Florida,,,,,neutral,2024
629YO,Publix Super Market at Kelly Park Crossing,3080 W Kelly Park Rd,lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,32712,28.755216,-81.5613723,Florida,,,,,positivo,2024
A72WV,Publix Super Market at Kelly Park Crossing,3080 W Kelly Park Rd,lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,32712,28.755216,-81.5613723,Florida,,,,,neutral,2024
K2Z8J,Marathon Gas,6212 S Tamiami Trail,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34231,27.2637791,-82.5263861,Florida,,,,,negativo,2024
S7LLW,Marathon Gas,6212 S Tamiami Trail,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34231,27.2637791,-82.5263861,Florida,,,,,positivo,2024
RARNL,Marathon Gas,6212 S Tamiami Trail,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34231,27.2637791,-82.5263861,Florida,,,,,neutral,2024
A6RAG,Sunoco Gas Station,8418 20th St,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32966,27.6398577,-80.500428,Florida,,,,,negativo,2024
GMKC4,Sunoco Gas Station,8418 20th St,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32966,27.6398577,-80.500428,Florida,,,,,positivo,2024
COLT5,Sunoco Gas Station,8418 20th St,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32966,27.6398577,-80.500428,Florida,,,,,neutral,2024
52O5R,Pretty Little Things of DeLand,113 N Woodland Blvd,WVp3,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,eS3X,DeLand,32720,29.0285539,-81.3032127,Florida,,,,,positivo,2024
XRSK2,Pretty Little Things of DeLand,113 N Woodland Blvd,WVp3,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,eS3X,DeLand,32720,29.0285539,-81.3032127,Florida,,,,,neutral,2024
JYQC7,Walgreens,4529 W Hillsboro Blvd,iCne,Broward,"33004, 33301, 33324",26.190096,-80.365865,N6yp,Coconut Creek,33073,26.3182019,-80.1854761,Florida,,,,,positivo,2024
JYQC7,Walgreens,4529 W Hillsboro Blvd,iCne,Broward,"33004, 33301, 33324",26.190096,-80.365865,N6yp,Coconut Creek,33073,26.3182019,-80.1854761,Florida,,,,,negativo,2024
SOBDC,Estação do Pão Bakery & Restaurant,23269 FL-7 #107,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33428,26.3286684,-80.2038513,Florida,,,,,positivo,2024
LWVHJ,Estação do Pão Bakery & Restaurant,23269 FL-7 #107,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33428,26.3286684,-80.2038513,Florida,,,,,negativo,2024
OGWW0,Estação do Pão Bakery & Restaurant,23269 FL-7 #107,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33428,26.3286684,-80.2038513,Florida,,,,,neutral,2024
RKWCY,7-Eleven,9999 E Colonial Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32817,28.5695675,-81.2454513,Florida,,,,,positivo,2024
RKWCY,7-Eleven,9999 E Colonial Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32817,28.5695675,-81.2454513,Florida,,,,,negativo,2024
RKWCY,7-Eleven,9999 E Colonial Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32817,28.5695675,-81.2454513,Florida,,,,,neutral,2024
RKWCY,7-Eleven,511 N Washington Blvd,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34236,27.3406274,-82.5314117,Florida,,,,,positivo,2024
RKWCY,7-Eleven,511 N Washington Blvd,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34236,27.3406274,-82.5314117,Florida,,,,,neutral,2024
RKWCY,7-Eleven,511 N Washington Blvd,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34236,27.3406274,-82.5314117,Florida,,,,,negativo,2024
4OSD9,Office Furniture Now,10990 49th St N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33762,27.8717375,-82.7006833,Florida,,,,,positivo,2024
5AASW,Office Furniture Now,10990 49th St N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33762,27.8717375,-82.7006833,Florida,,,,,neutral,2024
PCB45,Hudson Grocery,7241 N Century Blvd,SZQV,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,IQHG,Century,32535,30.9662308,-87.2703321,Florida,,,,,positivo,2024
61YLM,Hudson Grocery,7241 N Century Blvd,SZQV,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,IQHG,Century,32535,30.9662308,-87.2703321,Florida,,,,,neutral,2024
D1XNQ,Nitrogen Ice Cream Factory,1 Curtiss Pkwy #3,1WLl,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,XsBU,Miami Springs,33166,25.8219071,-80.280808,Florida,,,,,positivo,2024
BYRXV,Nitrogen Ice Cream Factory,1 Curtiss Pkwy #3,1WLl,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,XsBU,Miami Springs,33166,25.8219071,-80.280808,Florida,,,,,negativo,2024
GC68V,Nitrogen Ice Cream Factory,1 Curtiss Pkwy #3,1WLl,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,XsBU,Miami Springs,33166,25.8219071,-80.280808,Florida,,,,,neutral,2024
I1H5A,Aaron's,10100 San Jose Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32257,30.1948115,-81.6241842,Florida,,,,,positivo,2024
UNNQK,Aaron's,10100 San Jose Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32257,30.1948115,-81.6241842,Florida,,,,,neutral,2024
8S2EF,Circle K,2350 W Michigan Ave,yT3Z,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,YOYE,Pensacola,32505,30.4611005,-87.2799074,Florida,,,,,positivo,2024
8S2EF,Circle K,2350 W Michigan Ave,yT3Z,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,YOYE,Pensacola,32505,30.4611005,-87.2799074,Florida,,,,,negativo,2024
8S2EF,Circle K,2350 W Michigan Ave,yT3Z,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,YOYE,Pensacola,32505,30.4611005,-87.2799074,Florida,,,,,neutral,2024
MGM2F,Walmart Garden Center,1041 US Hwy 27 N,01NG,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,17WO,Avon Park,33825,27.6083049,-81.5172729,Florida,,,,,positivo,2024
AR0F0,Walmart Garden Center,1041 US Hwy 27 N,01NG,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,17WO,Avon Park,33825,27.6083049,-81.5172729,Florida,,,,,neutral,2024
ZHFON,ice cream Carrusel,16450 San Carlos Blvd,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33908,26.5019091,-81.9439022,Florida,,,,,positivo,2024
BK9BQ,ice cream Carrusel,16450 San Carlos Blvd,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33908,26.5019091,-81.9439022,Florida,,,,,neutral,2024
JYQC7,Walgreens,8591 SE 165th Mulberry Ln,4ZSv,Marion,"34470, 34481, 34488",29.2787765,-82.12784,UIPT,The Villages,32162,28.981646,-82.010526,Florida,,,,,positivo,2024
JYQC7,Walgreens,8591 SE 165th Mulberry Ln,4ZSv,Marion,"34470, 34481, 34488",29.2787765,-82.12784,UIPT,The Villages,32162,28.981646,-82.010526,Florida,,,,,negativo,2024
JYQC7,Walgreens,8591 SE 165th Mulberry Ln,4ZSv,Marion,"34470, 34481, 34488",29.2787765,-82.12784,UIPT,The Villages,32162,28.981646,-82.010526,Florida,,,,,neutral,2024
K2TAE,Molino First Stop,6530 Hwy 95A N,IH5u,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,AH3T,Molino,32577,30.7175672,-87.3380619,Florida,,,,,positivo,2024
KHHQZ,Molino First Stop,6530 Hwy 95A N,IH5u,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,AH3T,Molino,32577,30.7175672,-87.3380619,Florida,,,,,neutral,2024
RKWCY,7-Eleven,12902 Newsome Rd,qnX5,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,O1U7,Dover,33527,28.0218352,-82.2438994,Florida,,,,,positivo,2024
RKWCY,7-Eleven,12902 Newsome Rd,qnX5,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,O1U7,Dover,33527,28.0218352,-82.2438994,Florida,,,,,neutral,2024
RKWCY,7-Eleven,12902 Newsome Rd,qnX5,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,O1U7,Dover,33527,28.0218352,-82.2438994,Florida,,,,,negativo,2024
BBHA0,Speedway,6010 103rd St,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32210,30.2480921,-81.7394231,Florida,,,,,negativo,2024
BBHA0,Speedway,6010 103rd St,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32210,30.2480921,-81.7394231,Florida,,,,,positivo,2024
BBHA0,Speedway,6010 103rd St,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32210,30.2480921,-81.7394231,Florida,,,,,neutral,2024
UQ7M3,Matco Mattress,4302 W Fairfield Dr,yT3Z,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,YOYE,Pensacola,32505,30.4349915,-87.2735332,Florida,,,,,positivo,2024
G31NC,Matco Mattress,4302 W Fairfield Dr,yT3Z,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,YOYE,Pensacola,32505,30.4349915,-87.2735332,Florida,,,,,negativo,2024
72N44,Matco Mattress,4302 W Fairfield Dr,yT3Z,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,YOYE,Pensacola,32505,30.4349915,-87.2735332,Florida,,,,,neutral,2024
PXJSX,CVS,2 S Federal Hwy,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33441,26.3169095,-80.0903758,Florida,,,,,positivo,2024
JX7BC,CVS,2 S Federal Hwy,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33441,26.3169095,-80.0903758,Florida,,,,,negativo,2024
ZS4PS,CVS,2 S Federal Hwy,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33441,26.3169095,-80.0903758,Florida,,,,,neutral,2024
DYL52,CVS,1802 N University Dr,AL2o,Broward,"33004, 33301, 33324",26.190096,-80.365865,GY76,Plantation,33322,26.1495157,-80.2561448,Florida,,,,,positivo,2024
BQHS6,CVS,1802 N University Dr,AL2o,Broward,"33004, 33301, 33324",26.190096,-80.365865,GY76,Plantation,33322,26.1495157,-80.2561448,Florida,,,,,negativo,2024
UX0AX,CVS,1802 N University Dr,AL2o,Broward,"33004, 33301, 33324",26.190096,-80.365865,GY76,Plantation,33322,26.1495157,-80.2561448,Florida,,,,,neutral,2024
RKWCY,7-Eleven,15014 US-19,7oPd,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,Y3QW,Hudson,34667,28.3753289,-82.6818003,Florida,,,,,positivo,2024
RKWCY,7-Eleven,15014 US-19,7oPd,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,Y3QW,Hudson,34667,28.3753289,-82.6818003,Florida,,,,,negativo,2024
RKWCY,7-Eleven,15014 US-19,7oPd,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,Y3QW,Hudson,34667,28.3753289,-82.6818003,Florida,,,,,neutral,2024
RKWCY,7-Eleven,7320 FL-54,8iUB,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3IHW,New Port Richey,34653,28.2166475,-82.6931666,Florida,,,,,positivo,2024
RKWCY,7-Eleven,7320 FL-54,8iUB,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3IHW,New Port Richey,34653,28.2166475,-82.6931666,Florida,,,,,negativo,2024
RKWCY,7-Eleven,7320 FL-54,8iUB,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3IHW,New Port Richey,34653,28.2166475,-82.6931666,Florida,,,,,neutral,2024
5BE9N,Buffy’s Paradise Salon,15510 Old McGregor Blvd,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33908,26.5167734,-81.9462235,Florida,,,,,positivo,2024
V3MB8,Buffy’s Paradise Salon,15510 Old McGregor Blvd,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33908,26.5167734,-81.9462235,Florida,,,,,neutral,2024
JYQC7,Walgreens,4401 Gulf Blvd,63r4,Pinellas,33706,27.732,-82.7435,10gt6,St Pete Beach,33706,27.7191225,-82.7388156,Florida,,,,,negativo,2024
JYQC7,Walgreens,4401 Gulf Blvd,63r4,Pinellas,33706,27.732,-82.7435,10gt6,St Pete Beach,33706,27.7191225,-82.7388156,Florida,,,,,positivo,2024
JYQC7,Walgreens,4401 Gulf Blvd,63r4,Pinellas,33706,27.732,-82.7435,10gt6,St Pete Beach,33706,27.7191225,-82.7388156,Florida,,,,,neutral,2024
3DKEQ,Dear Prudence Orlando,2912 Corrine Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32803,28.5674918,-81.3468382,Florida,,,,,positivo,2024
SSMRE,Dear Prudence Orlando,2912 Corrine Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32803,28.5674918,-81.3468382,Florida,,,,,neutral,2024
HDGBZ,Mattress Firm North Vero Beach,5210 US-1 Ste 102,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32967,27.6873479,-80.4111359,Florida,,,,,positivo,2024
EG21X,Mattress Firm North Vero Beach,5210 US-1 Ste 102,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32967,27.6873479,-80.4111359,Florida,,,,,neutral,2024
1SJ1W,Rent-A-Center,5445 W Atlantic Blvd #14B,Vjkj,Broward,"33004, 33301, 33324",26.190096,-80.365865,Rvxg,Margate,33063,26.2367254,-80.2006393,Florida,,,,,negativo,2024
VSRON,Rent-A-Center,5445 W Atlantic Blvd #14B,Vjkj,Broward,"33004, 33301, 33324",26.190096,-80.365865,Rvxg,Margate,33063,26.2367254,-80.2006393,Florida,,,,,positivo,2024
UDN5O,Rent-A-Center,5445 W Atlantic Blvd #14B,Vjkj,Broward,"33004, 33301, 33324",26.190096,-80.365865,Rvxg,Margate,33063,26.2367254,-80.2006393,Florida,,,,,neutral,2024
RKWCY,7-Eleven,1730 Celebration Blvd,LgCT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,r5Ob,Celebration,34747,28.303037,-81.5652984,Florida,,,,,positivo,2024
RKWCY,7-Eleven,1730 Celebration Blvd,LgCT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,r5Ob,Celebration,34747,28.303037,-81.5652984,Florida,,,,,neutral,2024
RKWCY,7-Eleven,1730 Celebration Blvd,LgCT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,r5Ob,Celebration,34747,28.303037,-81.5652984,Florida,,,,,negativo,2024
7.10E+92,Fishbusterz Retail Seafood Market,6406 Maloney Ave,j7LR,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,4S46,Key West,33040,24.5707217,-81.7341549,Florida,,,,,positivo,2024
2H76B,Fishbusterz Retail Seafood Market,6406 Maloney Ave,j7LR,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,4S46,Key West,33040,24.5707217,-81.7341549,Florida,,,,,neutral,2024
OP0H6,Bombay Liquor,4388 Co Rd 218 W,UO0x,Clay,"32043, 32068, 32073",29.9943564,-81.7787021,HN1V,Middleburg,32068,30.0632242,-81.9010192,Florida,,,,,positivo,2024
YSEN9,Bombay Liquor,4388 Co Rd 218 W,UO0x,Clay,"32043, 32068, 32073",29.9943564,-81.7787021,HN1V,Middleburg,32068,30.0632242,-81.9010192,Florida,,,,,neutral,2024
IR0L6,CVS,131 N Congress Ave,fL1f,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,URYD,Boynton Beach,33426,26.5259756,-80.0919468,Florida,,,,,positivo,2024
A89PE,CVS,131 N Congress Ave,fL1f,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,URYD,Boynton Beach,33426,26.5259756,-80.0919468,Florida,,,,,negativo,2024
RWSK1,Aaron's,726 S Goldenrod Rd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32822,28.5357965,-81.2867057,Florida,,,,,positivo,2024
7404P,Aaron's,726 S Goldenrod Rd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32822,28.5357965,-81.2867057,Florida,,,,,neutral,2024
CAFJ4,Daily's and Daily's Dash,3973 Hendricks Ave,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32207,30.2816719,-81.6503541,Florida,,,,,positivo,2024
YKDVD,Daily's and Daily's Dash,3973 Hendricks Ave,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32207,30.2816719,-81.6503541,Florida,,,,,negativo,2024
YCSC0,Daily's and Daily's Dash,3973 Hendricks Ave,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32207,30.2816719,-81.6503541,Florida,,,,,neutral,2024
8S2EF,Circle K,2025 N Lecanto Hwy,MF9p,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,DYJP,Lecanto,34461,28.8930301,-82.4833768,Florida,,,,,negativo,2024
8S2EF,Circle K,2025 N Lecanto Hwy,MF9p,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,DYJP,Lecanto,34461,28.8930301,-82.4833768,Florida,,,,,positivo,2024
8S2EF,Circle K,2025 N Lecanto Hwy,MF9p,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,DYJP,Lecanto,34461,28.8930301,-82.4833768,Florida,,,,,neutral,2024
8S2EF,Circle K,1901 W Brandon Blvd,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,33511,27.9371736,-82.3148446,Florida,,,,,negativo,2024
8S2EF,Circle K,1901 W Brandon Blvd,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,33511,27.9371736,-82.3148446,Florida,,,,,positivo,2024
8S2EF,Circle K,1901 W Brandon Blvd,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,33511,27.9371736,-82.3148446,Florida,,,,,neutral,2024
02WAR,Dunkin,13306 S Orange Blossom Trl In Speedway,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32837,28.3700813,-81.4053826,Florida,,,,,positivo,2024
0R9HM,Dunkin,13306 S Orange Blossom Trl In Speedway,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32837,28.3700813,-81.4053826,Florida,,,,,negativo,2024
0DKH8,Dunkin,13306 S Orange Blossom Trl In Speedway,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32837,28.3700813,-81.4053826,Florida,,,,,neutral,2024
O5M2P,Kangaroo Express,399 US-17,nrGX,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,8ell,DeBary,32713,28.8668823,-81.3160247,Florida,,,,,positivo,2024
RC4FA,Kangaroo Express,399 US-17,nrGX,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,8ell,DeBary,32713,28.8668823,-81.3160247,Florida,,,,,negativo,2024
ETZSJ,Kangaroo Express,399 US-17,nrGX,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,8ell,DeBary,32713,28.8668823,-81.3160247,Florida,,,,,neutral,2024
C7A64,Katie's Cakes & Catering,108 7th Ave W,1re4,Gadsden,32351,30.5885,-84.5854,11g4,Havana,32333,30.6258251,-84.4149259,Florida,,,,,positivo,2024
9O1DD,Katie's Cakes & Catering,108 7th Ave W,1re4,Gadsden,32351,30.5885,-84.5854,11g4,Havana,32333,30.6258251,-84.4149259,Florida,,,,,neutral,2024
UX2HH,CVS,3831 N Monroe St,6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,32303,30.5029474,-84.3284532,Florida,,,,,negativo,2024
OHF0S,CVS,3831 N Monroe St,6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,32303,30.5029474,-84.3284532,Florida,,,,,positivo,2024
P8EM9,CVS,3831 N Monroe St,6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,32303,30.5029474,-84.3284532,Florida,,,,,neutral,2024
BBHA0,Speedway,5551 Lee Blvd,QYht,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,KXKM,Lehigh Acres,33971,26.6204036,-81.7487403,Florida,,,,,positivo,2024
BBHA0,Speedway,5551 Lee Blvd,QYht,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,KXKM,Lehigh Acres,33971,26.6204036,-81.7487403,Florida,,,,,negativo,2024
BBHA0,Speedway,5551 Lee Blvd,QYht,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,KXKM,Lehigh Acres,33971,26.6204036,-81.7487403,Florida,,,,,neutral,2024
KJNRP,Eola Pets,420 E Church St #110,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32801,28.5403559,-81.3722544,Florida,,,,,negativo,2024
SH4E8,Eola Pets,420 E Church St #110,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32801,28.5403559,-81.3722544,Florida,,,,,positivo,2024
ADQTT,Eola Pets,420 E Church St #110,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32801,28.5403559,-81.3722544,Florida,,,,,neutral,2024
Q25LS,Paradise Grills,8206 Philips Hwy UNIT 20,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32256,30.219596,-81.5865464,Florida,,,,,positivo,2024
X8QLB,Paradise Grills,8206 Philips Hwy UNIT 20,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32256,30.219596,-81.5865464,Florida,,,,,negativo,2024
CXBRN,Paradise Grills,8206 Philips Hwy UNIT 20,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32256,30.219596,-81.5865464,Florida,,,,,neutral,2024
5G7LL,Mendez Fuel,855 SW 97th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33174,25.7608856,-80.3519879,Florida,,,,,positivo,2024
5CDCG,Mendez Fuel,855 SW 97th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33174,25.7608856,-80.3519879,Florida,,,,,neutral,2024
TQNA0,Mendez Fuel,855 SW 97th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33174,25.7608856,-80.3519879,Florida,,,,,negativo,2024
0NMEW,305 Furniture Discount,30366 Old Dixie Hwy,KXHY,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,7QG8,Homestead,33033,25.4860348,-80.4634659,Florida,,,,,negativo,2024
NSYGU,305 Furniture Discount,30366 Old Dixie Hwy,KXHY,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,7QG8,Homestead,33033,25.4860348,-80.4634659,Florida,,,,,positivo,2024
MQJ6P,305 Furniture Discount,30366 Old Dixie Hwy,KXHY,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,7QG8,Homestead,33033,25.4860348,-80.4634659,Florida,,,,,neutral,2024
DZP9J,Publix Super Market at 3 Miami Central,601 NW 2nd Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33136,25.7800441,-80.1977518,Florida,,,,,positivo,2024
VN7L7,Publix Super Market at 3 Miami Central,601 NW 2nd Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33136,25.7800441,-80.1977518,Florida,,,,,neutral,2024
HLYPX,Buddy's Home Furnishings,10015 N Nebraska Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33612,28.041332,-82.450988,Florida,,,,,positivo,2024
PPYYO,Buddy's Home Furnishings,10015 N Nebraska Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33612,28.041332,-82.450988,Florida,,,,,neutral,2024
XEL9I,Buddy's Home Furnishings,10015 N Nebraska Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33612,28.041332,-82.450988,Florida,,,,,negativo,2024
XVFXO,Family Dollar,8255 US-90,HOsh,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,JI5Z,Milton,32583,30.6331,-86.9795,Florida,,,,,positivo,2024
L7DYD,Family Dollar,8255 US-90,HOsh,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,JI5Z,Milton,32583,30.6331,-86.9795,Florida,,,,,neutral,2024
FXNLG,Costa Cafe & Bakery,2756 Brigantine Pl,7TYu,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34953,27.26146,-80.407504,Florida,,,,,positivo,2024
5R24T,Costa Cafe & Bakery,2756 Brigantine Pl,JMkg,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34953,27.26146,-80.407504,Florida,,,,,positivo,2024
TXBYP,Costa Cafe & Bakery,2756 Brigantine Pl,7TYu,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34953,27.26146,-80.407504,Florida,,,,,neutral,2024
3ERHU,Costa Cafe & Bakery,2756 Brigantine Pl,JMkg,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34953,27.26146,-80.407504,Florida,,,,,neutral,2024
WB729,Florida Backyard,8270 Arlington Expy,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32211,30.324936,-81.567013,Florida,,,,,positivo,2024
U84FE,Florida Backyard,8270 Arlington Expy,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32211,30.324936,-81.567013,Florida,,,,,negativo,2024
